поща	noun	учреждение, служба за изпращане на посочен адрес на писма, вестници, пари, леки товари и др.	сграда на такова учреждение.	related
поща	noun	изпратените или получените писма или колетни пратки.	учреждение за пращане на определен адрес на писма, пари, вестници, багаж и др.	related
поща	noun	изпратените или получените писма или колетни пратки.	сграда на такова учреждение.	related
растеж	noun	индивидуално развитие на организъм през целия му жизнен цикъл, при което до половата зрялост на организма се оформят изцяло видовите му особености, а индивидуалните се развиват до неговата смърт.	нарастване на организма или на отделни органи в процеса на развитие, съзряване с увеличаване на годините; растене.	exact
растеж	noun	индивидуално развитие на организъм през целия му жизнен цикъл, при което до половата зрялост на организма се оформят изцяло видовите му особености, а индивидуалните се развиват до неговата смърт.	процес на израстване на нещо (косми, рога и др.); никнене, поникване, растене.	none
растеж	noun	индивидуално развитие на организъм през целия му жизнен цикъл, при което до половата зрялост на организма се оформят изцяло видовите му особености, а индивидуалните се развиват до неговата смърт.	увеличаване по територия, численост на нещо (страна, град и др.); растене, нарастване, разрастване.	none
растеж	noun	индивидуално развитие на организъм през целия му жизнен цикъл, при което до половата зрялост на организма се оформят изцяло видовите му особености, а индивидуалните се развиват до неговата смърт.	увеличаване на нещо (доходи, цени и др.) по определени количествени показатели; растене, нарастване.	none
растеж	noun	индивидуално развитие на организъм през целия му жизнен цикъл, при което до половата зрялост на организма се оформят изцяло видовите му особености, а индивидуалните се развиват до неговата смърт.	развитие, израстване на някого в професионален или духовен план; усъвършенстване.	none
растеж	noun	индивидуално развитие на организъм през целия му жизнен цикъл, при което до половата зрялост на организма се оформят изцяло видовите му особености, а индивидуалните се развиват до неговата смърт.	развитие, напредък в някаква област.	none
растеж	noun	растене, увеличаване, промяна на нещо в посока нагоре.	нарастване на организма или на отделни органи в процеса на развитие, съзряване с увеличаване на годините; растене.	broader
растеж	noun	растене, увеличаване, промяна на нещо в посока нагоре.	процес на израстване на нещо (косми, рога и др.); никнене, поникване, растене.	broader
растеж	noun	растене, увеличаване, промяна на нещо в посока нагоре.	увеличаване по територия, численост на нещо (страна, град и др.); растене, нарастване, разрастване.	broader
растеж	noun	растене, увеличаване, промяна на нещо в посока нагоре.	увеличаване на нещо (доходи, цени и др.) по определени количествени показатели; растене, нарастване.	broader
растеж	noun	растене, увеличаване, промяна на нещо в посока нагоре.	развитие, израстване на някого в професионален или духовен план; усъвършенстване.	broader
растеж	noun	растене, увеличаване, промяна на нещо в посока нагоре.	развитие, напредък в някаква област.	broader
рисувам	verb	изписвам, създавам с бои и т.н. образ, картина и др.	Изпълнявам някакво художествено творчество.	none
рисувам	verb	изписвам, създавам с молив, перо, креда и т.н. образ, картина и др.	Изпълнявам някакво художествено творчество.	none
самолет	noun	летателен апарат.	По- тежко от въздуха въздухоплавателно средство с неподвижни крила и двигател. Като използва принципите на аеродинамиката, създава подемна сила за поддръжка във въздуха и за придвижването си с висока скорост.	none
самолет	noun	летателен апарат с неподвижни крила, обикновено по-тежък от въздуха, задвижван от перка или реактивен двигател	По- тежко от въздуха въздухоплавателно средство с неподвижни крила и двигател. Като използва принципите на аеродинамиката, създава подемна сила за поддръжка във въздуха и за придвижването си с висока скорост.	none
страж	noun	лице, което пази, защитава някого или нещо.	Пазител, защитник.	none
страж	noun	човек, който пази някого или нещо.	Пазител, защитник.	none
характеристика	noun	съвкупност от отличителни белези, черти, качества на нещо.	описание на характера. изтъкване на отличителните черти на някого или нещо.	related
характеристика	noun	съвкупност от отличителни белези, черти, качества на нещо.	писмен документ, отзив за служебните, производствените и пр. качества, достойнства на някого.	related
характеристика	noun	отличителни белези, особености на нещо.	описание на характера. изтъкване на отличителните черти на някого или нещо.	related
характеристика	noun	отличителни белези, особености на нещо.	писмен документ, отзив за служебните, производствените и пр. качества, достойнства на някого.	related
авантюра	noun	необикновена,вълнуваща и запомняща се случка в живота на човека, която понякога крие рискове.	приключение.	exact
авантюра	noun	необикновена,вълнуваща и запомняща се случка в живота на човека, която понякога крие рискове.	необмислено предприето дело , свързано с големи опасности.	none
агне	noun	малкото на овца.	Невръстна овца.	none
агресия	noun	насочена към другите или към себе си явна или скрита враждебност, която при определени обстоятелства преминава в насилствени действия.	Нападение, настъпление, нашествие.	none
адвокат	noun	лице с юридическо образование, с права да представя официално, да защитава страна в съдебен процес и да дава съвети по юридически въпроси.	юрист, поемащ защитата на подсъдимия.	exact
адвокат	noun	лице с юридическо образование, с права да представя официално, да защитава страна в съдебен процес и да дава съвети по юридически въпроси.	защитник, застъпник.	none
актьор	noun	лице, обикновено със специална школовка, което изпълнява пред публика роля в театрално представление, в опера, филм или участва в концертна или циркова програма.	Артист, изпълнител в театрално произведение.	none
ампутирам	verb	отстранявам хирургически цялостно или частично болна част от тяло, обикновено крайник.	Отстранявам крайник.	none
бакър	noun	химически елемент, мек и ковък червеникавокафяв метал с висока електропроводимост, разпространен в земната кора под формата на сулфиди, окиси, карбонати и др., рядко в чисто състояние, който се използва в техниката и електротехниката, както и за добиване на различни сплави.	металът мед.	exact
бакър	noun	химически елемент, мек и ковък червеникавокафяв метал с висока електропроводимост, разпространен в земната кора под формата на сулфиди, окиси, карбонати и др., рядко в чисто състояние, който се използва в техниката и електротехниката, както и за добиване на различни сплави.	голям метален съд за носене на вода с подвижна дръжка.	related
банкрут	noun	изпадане в несъстоятелност, невъзможност на физическо или юридическо лице да плаща задълженията си към своите кредитори.	Невъзможност да се изпълняват финансови задължения.	none
биография	noun	описание на живота и дейността на дадена личност.	Описание на живота и дейността на някое лице; животопис. // Живот и дейност на някое лице.	none
брава	noun	подвижно метално приспособление за заключване на врати, шкафове, велосипеди и др. с цел да се ограничи достъпът до тях, да се предпазят от кражба или повреда.	Ключалка на врата.	none
бродя	verb	движа се, ходя без определена посока и цел.	Ходя без посока в тъмното.	none
бюро	noun	писмена маса с чекмеджета и с отделения за книжа.	място за писмена работа.	related
бюро	noun	писмена маса с чекмеджета и с отделения за книжа.	специална маса за писане.	exact
бюро	noun	писмена маса с чекмеджета и с отделения за книжа.	отделна служба в учреждение.	none
бюро	noun	писмена маса с чекмеджета и с отделения за книжа.	стая в която работят служителите от такава служба, адвокати и др.	none
велосипед	noun	екологично превозно средство с две колела, което се задвижва от мускулната сила на човека с помощта на педали.	Превозно средсво с две колела задвижвано с педали.	none
вино	noun	популярно алкохолно питие, получено от ферментирал гроздов сок.	Алкохолна напитка, която се получава след ферментация на гроздов сок.	none
вкаменелост	noun	останки или следи от растителни или животински организми, които са съществували в минали геологични епохи, запазени в земната кора.	Запазени в скални образувания останки от растения или животни.	none
вуйчо	noun	брат на майката спрямо нейните деца.	Брат на майка. Наименованието вуйчо отразява родствена връзка с едно лице - това е брата на майката на лицето.	none
въстание	noun	проява на масово неподчинение, въоръжена борба срещу установена власт или ред.	Организирана открита и въоръжена акция на дадена групировка срещу властта на правителството.	none
господствам	verb	осъществявам политическото управление на държава, имам политическа власт.	имам власт над някого или над нещо, държа някого или нещо в своята власт.	exact
господствам	verb	осъществявам политическото управление на държава, имам политическа власт.	разпространен съм в известна област повече от другите.	none
грях	noun	съзнателно действие, постъпка на човек, което противоречи на религиозните и морално-етичните закони и е нарушение на нормите, установени от обществото и на религиозния морал.	Грешка пред Бога. Престъпване на заповедите му или нежелание те да бъдат спазвани. Постъпка, която те отклонява от правия, правилния, праведния път, даден от Бога в неговите Завети - Нов и Стар Завет. Постъпка, за която човек е наказван приживе или ще бъде наказан от Бога, след Второто Пришествие.	none
дъжд	noun	валеж от водни капки, образувани в облаците от кондензацията на водна пара, които падат от небето към повърхността на земята.	Падаща от небето вода, във вид на капки.	none
дълг	noun	нещо, което някой е длъжен, трябва да извърши, да изпълни.	осъзнати задължителни действия, които човек трябва да извърши като член на обществото или на отделен негов колектив.	exact
дълг	noun	нещо, което някой е длъжен, трябва да извърши, да изпълни.	парично задължение, заем, който трябва да се изплати.	none
дъщеря	noun	дете от женски пол спрямо своите родители.	Дете  от женски пол.	none
езеро	noun	естествено или изкуствено запълнена с вода голяма вдлъбнатина в земната повърхност.	Водоем с голяма площ и слабо оттичане.	none
емоция	noun	неспокойно състояние на духа като проява на някакво чувство.	Силна краткотрайна възбуда, описваща психологичното състояние на човек.	none
етаж	noun	част от сграда, включваща всички разположени на едно равнище, на една плоскост помещения.	Част от сграда, на която всички стаи са една до друга на една и съща височина.	none
жакет	noun	връхна зимна дреха, дълга до коляното или до глезена, с дълги ръкави.	Къса женска дреха с копчета, носена над блуза или рокля, от плат или плетена.	none
желязо	noun	широко разпространен пластичен и ковък блестящ метал със сребристобял цвят, от който се получават чугун, стомана и други сплави и който играе важна роля при транспортирането на кислород чрез кръвта.	химически елемент – ковък и пластичен метал със сребристобял цвят, от който се получават чугун и стомана.	exact
желязо	noun	широко разпространен пластичен и ковък блестящ метал със сребристобял цвят, от който се получават чугун, стомана и други сплави и който играе важна роля при транспортирането на кислород чрез кръвта.	къс или изделие от този метал.	broader
желязо	noun	широко разпространен пластичен и ковък блестящ метал със сребристобял цвят, от който се получават чугун, стомана и други сплави и който играе важна роля при транспортирането на кислород чрез кръвта.	всеки материал, подобен на този метал (не пластмаса и дърво).	none
жена	noun	лице от женски пол, обикновено в зряла възраст.	човек от женски пол в зряла възраст.	exact
жена	noun	лице от женски пол, обикновено в зряла възраст.	съпруга.	related
задник	noun	задна месеста част у човека и някои маймуни, на която се сяда.	задна (седалищна) част от тялото при хора и животни.	exact
задник	noun	задна месеста част у човека и някои маймуни, на която се сяда.	гадняр.	none
заран	noun	начало на деня, първите часове на деня.	Сутрин, сутринта.	none
зима	noun	едно от четирите годишни времена, преди пролетта и след есента, когато е най-студено и дните са най-къси.	Най студения от четирите сезона.Характерно за него е застудяване и наличието на сняг.	none
ивица	noun	дълъг, тесен къс от плат или друга материя.	Дълъг, тесен къс хартия, плат и др., линия, бразда.	none
идентичност	noun	качество на точно съвпадение.	Думата означава САМООПРЕДЕЛЕНИЕ. Има различни видове идентичност - полова, национална, личностна и други.	none
изба	noun	помещение под най-долния етаж на сграда, обикн. в земята, където често се съхраняват хранителни продукти.	част от къща под първия етаж в земята.	exact
изба	noun	помещение под най-долния етаж на сграда, обикн. в земята, където често се съхраняват хранителни продукти.	малка къща в земята.	none
изба	noun	помещение под най-долния етаж на сграда, обикн. в земята, където често се съхраняват хранителни продукти.	сграда, в която се пазят голямо количество вина.	none
издънка	noun	лице, което произлиза от някакъв род, фамилия.	израстък от корен на дърво, ново стъбло.	none
издънка	noun	лице, което произлиза от някакъв род, фамилия.	чедо, потомък.	exact
издънка	noun	лице, което произлиза от някакъв род, фамилия.	лошо справяне с дадена задача, излагане.	none
изрод	noun	човек или животно с грозно, обезобразено от някакъв физически недостатък или несъразмерност, тяло или лице.	човек с непривлекателен външен вид, най-често с физически недъзи.	exact
изрод	noun	човек или животно с грозно, обезобразено от някакъв физически недостатък или несъразмерност, тяло или лице.	човек, който с действията си грубо нарушава човешките или моралните норми на обществото.	none
инженер	noun	лице с висше техническо образование, специалист в областта на строителството, конструирането и работата с машини, съоръжения, апарати и др.	Инженерът е специалист с висше техническо образование по приложни науки, който решава конструктивни и технологични проблеми, както и такива по монтажа, експлоатацията и обслужването на машини и съоръжения, транспортни средства, хидротехнически съоръжения, строителство и други. В Западна Европа специалистите с подобно образование и квалификация носят титлата „диплом инженер“.	none
калфа	noun	квалифициран работник, който упражнява някакъв занаят.	Калфа е наименование на втората степен при усвояването на един занаят от ученик.	none
канара	noun	стръмна остра скала.	Скала, зъбер.	none
караул	noun	човек, който пази някого или нещо.	Въоръжена охрана, пост.	none
кауза	noun	организирана дейност за изпълнение на важна за даден момент обществено-политическа или стопанска задача.	Каузата е идея, чрез която се поставя значима цел в едно направление - политическо, социално или от друг характер, за решаването на сериозен проблем или на някакво важно дело. Реализирането на една кауза е свързана с мобилизиране на голяма група хора, изисква организация, пълно посвещаване на проблема и много труд и всеотдайност до постигане на определените цели.	none
кашкавал	noun	твърд или полутвърд хранителен продукт, получен чрез специална преработка на млякото, с високо съдържание на белтъчни вещества, мазнини, витамини и микроелементи.	Твърдо млечно призвведение с жълт или златист цвят.	none
клюка	noun	интересна, пикантна новина за някого, която невинаги е истина, но обикновено компрометираща го, която се разнася между хората.	Интересна, пикантна новина за някого, невинаги истина, обикновено  компрометираща го, която се препредава от човек на човек. С клюките обикновено се създават интриги и са демонстрация на злост и коварство по отношение на една личност.	none
кокал	noun	твърда, изключително плътна съединителна тъкан, която образува скелета на тялото на човек или животно.	Някое от парчетата твърда, белезникава тъкан, съставляваща скелета на гръбначните животни.	none
комитет	noun	група избрани или назначени лица, на които е възложено изпълнението на някакава обща задача или разрешаването на някакъв въпрос.	инициативна група от съмишленици с ръководни функции, обединени от една обща идея и работещи за постигането на определена цели, за което те създават организация  и структури. комитетът може да организира решаване на проблем от регионално или национално значение, дори и в нарушение на съществуващите закони, като членовето му носят цялата отговорност за решенията и действията си.	narrower
комитет	noun	група избрани или назначени лица, на които е възложено изпълнението на някакава обща задача или разрешаването на някакъв въпрос.	държавна структура с ранг по-нисък от министерство, която работи и решава проблеми в една определена област.	narrower
кост	noun	твърда, изключително плътна съединителна тъкан, която образува скелета на тялото на човек или животно.	Някое от парчетата твърда, белезникава тъкан, съставляваща скелета на гръбначните животни.	none
креват	noun	мебел, най-често изработена от дърво, върху която човек спи или почива в легнало или седнало положение.	Легло.	none
кукла	noun	детска играчка, която представлява фигурка с човешка форма най-често на момиченце или бебе.	детска играчка като човече или животно, фигура на човек или животно в особен вид детски театър.	broader
кукла	noun	детска играчка, която представлява фигурка с човешка форма най-често на момиченце или бебе.	наконтена, накипрена жена, наконтено момиче.	none
кукла	noun	детска играчка, която представлява фигурка с човешка форма най-често на момиченце или бебе.	обреден великденски хляб.	none
кукла	noun	детска играчка, която представлява фигурка с човешка форма най-често на момиченце или бебе.	растение див мак papaver rhoeas.	none
кухня	noun	помещение за готвене, понякога използвано и за хранене.	стая за приготвяне на храна.	exact
кухня	noun	помещение за готвене, понякога използвано и за хранене.	характерен набор от готварски практики, свързани с обичаи, традиции, религиозни норми и култура, както и ястия, специфични за регион, заведение за хранене или семейство.	none
лайтмотив	noun	основната мисъл, идея, около които се води, протича някакъв разговор, беседа, дискусия и пр.	Основен,повтарящ се мотив в литературна творба или в група творби.	none
листо	noun	орган за дишане и фотосинтеза при висшите растенията, разположен странично на стъблото, обикн. плосък и зелен с различна форма при различните растения.	Част от листа без листни разклонения.	none
локва	noun	неголяма вдлъбнатина в земята, пълна с вода, обикновено дъждовна, или с друга течност.	Малка вдлъбнатина в земята, която е запълнена с някаква течност, предимно вода.	none
лято	noun	едно от четирите годишни времена, след пролетта и преди есента, когато е най-топло и дните са най-дълги.	Най-топлият от четирите сезона. Характерни за него са големите горещини, подходящи за почивки.	none
магазин	noun	помещение или сграда за продажба на стоки.	сграда (част от сграда), в която се продават различни неща – храни, фабрични продукти и др.	exact
