mean	adjective	characterized by malice	"of little value or account; worthy of little or no regard; contemptible; despicable."	none
mean	adjective	characterized by malice	"of poor quality; ."	none
mean	adjective	characterized by malice	"penurious; stingy; close-fisted; illiberal; ."	none
char	noun	a human female employed to do housework	"a car; a chariot."	none
char	noun	a human female employed to do housework	"work done by the day; a single job, or task; a chore."	none
char	noun	any of several small trout-like fish of the genus Salvelinus	"a car; a chariot."	none
char	noun	any of several small trout-like fish of the genus Salvelinus	"work done by the day; a single job, or task; a chore."	none
char	noun	a charred substance	"a car; a chariot."	none
char	noun	a charred substance	"work done by the day; a single job, or task; a chore."	none
comose	adjective	"bearing a coma; crowned with an assemblage of branches or leaves or bracts"	bearing a tuft of soft hairs or down, as the seeds of milkweed.	none
comose	adjective	of certain seeds (such as cotton) having a tuft or tufts of hair	bearing a tuft of soft hairs or down, as the seeds of milkweed.	none
millionth	noun	one part in a million equal parts	"the quotient of a unit divided by one million; one of a million equal parts."	none
millionth	noun	position 1,000,000 in a countable series of things	"the quotient of a unit divided by one million; one of a million equal parts."	none
tireless	adjective	characterized by hard work and perseverance	untiring.	none
tireless	adjective	showing sustained enthusiastic action with unflagging vitality	untiring.	none
commission	verb	"put into commission; equip for service; of ships"	"to give a commission to; to furnish with a commission; to empower or authorize; ."	none
commission	verb	"put into commission; equip for service; of ships"	to send out with a charge or commission.	none
commission	verb	place an order for	"to give a commission to; to furnish with a commission; to empower or authorize; ."	none
commission	verb	place an order for	to send out with a charge or commission.	none
commission	verb	charge with a task	"to give a commission to; to furnish with a commission; to empower or authorize; ."	none
commission	verb	charge with a task	to send out with a charge or commission.	none
sheath	noun	a protective covering (as for a knife or sword)	"a case for the reception of a sword, hunting knife, or other long and slender instrument; a scabbard."	none
sheath	noun	an enveloping structure or covering enclosing an animal or plant organ or part	"a case for the reception of a sword, hunting knife, or other long and slender instrument; a scabbard."	none
sheath	noun	a dress suitable for formal occasions	"a case for the reception of a sword, hunting knife, or other long and slender instrument; a scabbard."	none
tithe	verb	levy a tithe on (produce or a crop)	"to levy a tenth part on; to tax to the amount of a tenth; to pay tithes on."	none
tithe	verb	levy a tithe on (produce or a crop)	tp pay tithes.	none
tithe	verb	"pay one tenth of; pay tithes on, especially to the church"	"to levy a tenth part on; to tax to the amount of a tenth; to pay tithes on."	none
tithe	verb	"pay one tenth of; pay tithes on, especially to the church"	tp pay tithes.	none
tithe	verb	exact a tithe from	"to levy a tenth part on; to tax to the amount of a tenth; to pay tithes on."	none
tithe	verb	exact a tithe from	tp pay tithes.	none
tithe	verb	pay a tenth of one's income, especially to the church	"to levy a tenth part on; to tax to the amount of a tenth; to pay tithes on."	none
tithe	verb	pay a tenth of one's income, especially to the church	tp pay tithes.	none
jackknife	noun	a large knife with one or more folding blades	"a large, strong clasp knife for the pocket; a pocket knife."	none
jackknife	noun	a dive in which the diver bends to touch the ankles before straightening out	"a large, strong clasp knife for the pocket; a pocket knife."	none
quill	noun	the hollow spine of a feather	"one of the large feathers of a bird's wing, or one of the rectrices of the tail; also, the stock of such a feather."	none
quill	noun	the hollow spine of a feather	"a pen for writing made by sharpening and splitting the point or nib of the stock of a feather; ."	none
quill	noun	the hollow spine of a feather	"a roll of dried bark; ."	none
quill	noun	any of the larger wing or tail feathers of a bird	"one of the large feathers of a bird's wing, or one of the rectrices of the tail; also, the stock of such a feather."	none
quill	noun	any of the larger wing or tail feathers of a bird	"a pen for writing made by sharpening and splitting the point or nib of the stock of a feather; ."	none
quill	noun	any of the larger wing or tail feathers of a bird	"a roll of dried bark; ."	none
quill	noun	pen made from a bird's feather	"one of the large feathers of a bird's wing, or one of the rectrices of the tail; also, the stock of such a feather."	none
quill	noun	pen made from a bird's feather	"a pen for writing made by sharpening and splitting the point or nib of the stock of a feather; ."	none
quill	noun	pen made from a bird's feather	"a roll of dried bark; ."	none
quill	noun	a stiff hollow protective spine on a porcupine or hedgehog	"one of the large feathers of a bird's wing, or one of the rectrices of the tail; also, the stock of such a feather."	none
quill	noun	a stiff hollow protective spine on a porcupine or hedgehog	"a pen for writing made by sharpening and splitting the point or nib of the stock of a feather; ."	none
quill	noun	a stiff hollow protective spine on a porcupine or hedgehog	"a roll of dried bark; ."	none
dragoon	verb	compel by coercion, threats, or crude means	"to harass or reduce to subjection by dragoons; to persecute by abandoning a place to the rage of soldiers."	none
dragoon	verb	compel by coercion, threats, or crude means	"to compel submission by violent measures; to harass; to persecute."	none
dragoon	verb	subjugate by imposing troops	"to harass or reduce to subjection by dragoons; to persecute by abandoning a place to the rage of soldiers."	none
dragoon	verb	subjugate by imposing troops	"to compel submission by violent measures; to harass; to persecute."	none
acetate	noun	a salt or ester of acetic acid	"a salt formed by the union of acetic acid with a base or positive radical; ."	none
acetate	noun	a fabric made from fibers of cellulose acetate	"a salt formed by the union of acetic acid with a base or positive radical; ."	none
sterility	noun	(of non-living objects) the state of being free of pathogenic organisms	the quality or condition of being sterile.	none
sterility	noun	(of non-living objects) the state of being free of pathogenic organisms	"quality of being sterile; infecundity; also, the state of being free from germs or spores."	none
sterility	noun	"the state of being unable to produce offspring; in a woman it is an inability to conceive; in a man it is an inability to impregnate"	the quality or condition of being sterile.	none
sterility	noun	"the state of being unable to produce offspring; in a woman it is an inability to conceive; in a man it is an inability to impregnate"	"quality of being sterile; infecundity; also, the state of being free from germs or spores."	none
flora	noun	all the plant life in a particular region or period	the goddess of flowers and spring.	none
flora	noun	all the plant life in a particular region or period	"the complete system of vegetable species growing without cultivation in a given locality, region, or period; a list or description of, or treatise on, such plants."	none
flora	noun	(botany) a living organism lacking the power of locomotion	the goddess of flowers and spring.	none
flora	noun	(botany) a living organism lacking the power of locomotion	"the complete system of vegetable species growing without cultivation in a given locality, region, or period; a list or description of, or treatise on, such plants."	none
buffoon	noun	a rude or vulgar fool	"a man who makes a practice of amusing others by low tricks, antic gestures, etc.; a droll; a mimic; a harlequin; a clown; a merry-andrew."	none
buffoon	noun	a person who amuses others by ridiculous behavior	"a man who makes a practice of amusing others by low tricks, antic gestures, etc.; a droll; a mimic; a harlequin; a clown; a merry-andrew."	none
greediness	noun	an excessive desire for wealth (usually in large amounts)	"the quality of being greedy; vehement and selfish desire."	none
greediness	noun	an excessive desire for food	"the quality of being greedy; vehement and selfish desire."	none
cavity	noun	"soft decayed area in a tooth; progressive decay can lead to the death of a tooth"	hollowness.	none
cavity	noun	"soft decayed area in a tooth; progressive decay can lead to the death of a tooth"	"a hollow place; a hollow; ."	none
cavity	noun	space that is surrounded by something	hollowness.	none
cavity	noun	space that is surrounded by something	"a hollow place; a hollow; ."	none
cavity	noun	a sizeable hole (usually in the ground)	hollowness.	none
cavity	noun	a sizeable hole (usually in the ground)	"a hollow place; a hollow; ."	none
cavity	noun	(anatomy) a natural hollow or sinus within the body	hollowness.	none
cavity	noun	(anatomy) a natural hollow or sinus within the body	"a hollow place; a hollow; ."	none
gum	verb	cover, fill, fix or smear with or as if with gum	to deepen and enlarge the spaces between the teeth of (a worn saw).	none
gum	verb	cover, fill, fix or smear with or as if with gum	"to exude or form gum; to become gummy."	none
gum	verb	cover, fill, fix or smear with or as if with gum	"to smear with gum; to close with gum; to unite or stiffen by gum or a gumlike substance; to make sticky with a gumlike substance."	none
gum	verb	cover, fill, fix or smear with or as if with gum	to chew with the gums, rather than with the teeth.	none
gum	verb	become sticky	to deepen and enlarge the spaces between the teeth of (a worn saw).	none
gum	verb	become sticky	"to exude or form gum; to become gummy."	none
gum	verb	become sticky	"to smear with gum; to close with gum; to unite or stiffen by gum or a gumlike substance; to make sticky with a gumlike substance."	none
gum	verb	become sticky	to chew with the gums, rather than with the teeth.	none
gum	verb	"grind with the gums; chew without teeth and with great difficulty"	to deepen and enlarge the spaces between the teeth of (a worn saw).	none
gum	verb	"grind with the gums; chew without teeth and with great difficulty"	"to exude or form gum; to become gummy."	none
gum	verb	"grind with the gums; chew without teeth and with great difficulty"	"to smear with gum; to close with gum; to unite or stiffen by gum or a gumlike substance; to make sticky with a gumlike substance."	none
gum	verb	"grind with the gums; chew without teeth and with great difficulty"	to chew with the gums, rather than with the teeth.	none
gum	verb	exude or form gum	to deepen and enlarge the spaces between the teeth of (a worn saw).	none
gum	verb	exude or form gum	"to exude or form gum; to become gummy."	none
gum	verb	exude or form gum	"to smear with gum; to close with gum; to unite or stiffen by gum or a gumlike substance; to make sticky with a gumlike substance."	none
gum	verb	exude or form gum	to chew with the gums, rather than with the teeth.	none
hurries	noun	a condition of urgency making it necessary to hurry	a staith or framework from which coal is discharged from cars into vessels.	none
hurries	noun	the act of moving hurriedly and in a careless manner	a staith or framework from which coal is discharged from cars into vessels.	none
hurries	noun	overly eager speed (and possible carelessness)	a staith or framework from which coal is discharged from cars into vessels.	none
pooh-pooh	verb	reject with contempt	"to make light of; to treat with derision or contempt,"	none
pooh-pooh	verb	express contempt about	"to make light of; to treat with derision or contempt,"	none
very	adjective	precisely as stated	"true; real; actual; veritable."	none
very	adjective	"being the exact same one; not any other:"	"true; real; actual; veritable."	none
snatcher	noun	someone who unlawfully seizes and detains a victim (usually for ransom)	one who snatches, or takes abruptly.	none
snatcher	noun	a thief who grabs and runs	one who snatches, or takes abruptly.	none
lapse	verb	drop to a lower level, as in one's morals or standards	"to let slip; to permit to devolve on another; to allow to pass."	none
lapse	verb	drop to a lower level, as in one's morals or standards	"to pass slowly and smoothly downward, backward, or away; to slip downward, backward, or away; to glide; -- mostly restricted to figurative uses."	none
lapse	verb	drop to a lower level, as in one's morals or standards	"to slide or slip in moral conduct; to fail in duty; to fall from virtue; to deviate from rectitude; to commit a fault by inadvertence or mistake."	none
lapse	verb	drop to a lower level, as in one's morals or standards	"to surprise in a fault or error; hence, to surprise or catch, as an offender."	none
lapse	verb	end, at least for a long time	"to let slip; to permit to devolve on another; to allow to pass."	none
lapse	verb	end, at least for a long time	"to pass slowly and smoothly downward, backward, or away; to slip downward, backward, or away; to glide; -- mostly restricted to figurative uses."	none
lapse	verb	end, at least for a long time	"to slide or slip in moral conduct; to fail in duty; to fall from virtue; to deviate from rectitude; to commit a fault by inadvertence or mistake."	none
lapse	verb	end, at least for a long time	"to surprise in a fault or error; hence, to surprise or catch, as an offender."	none
lapse	verb	let slip	"to let slip; to permit to devolve on another; to allow to pass."	none
lapse	verb	let slip	"to pass slowly and smoothly downward, backward, or away; to slip downward, backward, or away; to glide; -- mostly restricted to figurative uses."	none
lapse	verb	let slip	"to slide or slip in moral conduct; to fail in duty; to fall from virtue; to deviate from rectitude; to commit a fault by inadvertence or mistake."	none
lapse	verb	let slip	"to surprise in a fault or error; hence, to surprise or catch, as an offender."	none
lapse	verb	go back to bad behavior	"to let slip; to permit to devolve on another; to allow to pass."	none
lapse	verb	go back to bad behavior	"to pass slowly and smoothly downward, backward, or away; to slip downward, backward, or away; to glide; -- mostly restricted to figurative uses."	none
lapse	verb	go back to bad behavior	"to slide or slip in moral conduct; to fail in duty; to fall from virtue; to deviate from rectitude; to commit a fault by inadvertence or mistake."	none
lapse	verb	go back to bad behavior	"to surprise in a fault or error; hence, to surprise or catch, as an offender."	none
lapse	verb	pass by	"to let slip; to permit to devolve on another; to allow to pass."	none
lapse	verb	pass by	"to pass slowly and smoothly downward, backward, or away; to slip downward, backward, or away; to glide; -- mostly restricted to figurative uses."	none
lapse	verb	pass by	"to slide or slip in moral conduct; to fail in duty; to fall from virtue; to deviate from rectitude; to commit a fault by inadvertence or mistake."	none
lapse	verb	pass by	"to surprise in a fault or error; hence, to surprise or catch, as an offender."	none
lapse	verb	pass into a specified state or condition	"to let slip; to permit to devolve on another; to allow to pass."	none
lapse	verb	pass into a specified state or condition	"to pass slowly and smoothly downward, backward, or away; to slip downward, backward, or away; to glide; -- mostly restricted to figurative uses."	none
lapse	verb	pass into a specified state or condition	"to slide or slip in moral conduct; to fail in duty; to fall from virtue; to deviate from rectitude; to commit a fault by inadvertence or mistake."	none
lapse	verb	pass into a specified state or condition	"to surprise in a fault or error; hence, to surprise or catch, as an offender."	none
conglobation	noun	a rounded spherical form	the act or process of forming into a ball.	none
conglobation	noun	a rounded spherical form	a round body.	none
